Srl. No.,COMPANY NAME,CATEGORY
4052,WAVE MECHANICS PRIVATE LIMITED,C1000
4053,WEALTHRAYS SECURITIES PRIVATE LIMITED,C1000
4054,WEATHERFORD OIL TOOL MIDDLE EAST LIMITED,C1000
4055,WEAVE ENGINEERING AND DESIGN LIMITED,C1000
4056,WEB DATE SYSTEMS PRIVATE LIMITED,C1000
4057,"WEBAROO TECHNOLOGY INDIA
PRIVATE LIMITED",C1000
4058,WEBCOM INFORMATION TECHNOLOGY PRIVATE LIMITED,C1000
4059,WEBLINK IN PRIVATE LIMITED,C1000
4060,WEBSYM TECHNOLOGIES PRIVATE LIMITED,C1000
4061,WEISS ROHLIG INDIA PRIVATE LIMITED,C1000
4062,WELKIN TELECOM INFRA PRIVATE LIMITED,C1000
4063,WELSPUN RETAIL LIMITED,C1000
4064,WEST PIONEER PROPERTIES INDIA PRIVATE LIMITED,C1000
4065,"WESTERN M P INFRASTRUCTURE
 AND TOLL ROADS PRIVATE LIMITED",C1000
4066,WESTERN METAL INDUSTRIES PRIVATE LIMITED,C1000
4067,WESTERN SECURITIES LIMITED,C1000
4068,WESTERNACHERAGT CONSULTING PRIVATE LIMITED,C1000
4069,WESTMAN INTERNATIONAL DENTAL LAB PRIVATE LIMITED,C1000
4070,WEX TECHNOLOGIES PRIVATE LIMITED,C1000
4071,WHATS ON INDIA MEDIA PRIVATE LIMITED,C1000
4072,WHITE PLANET RESTAURANTS PRIVATE LIMITED,C1000
4073,WHITFORD INDIA PRIVATE LIMITED,C1000
4074,WILLEMIN MACODEL INDIA PRIVATE LIMITED,C1000
4075,WILLIAMS CONTROLS INDIA PRIVATE LIMITED,C1000
4076,WINAIR INDIA LOGISTIC PRIVATE LIMITED,C1000
4077,WINALITE INTERNATIONAL TRADING INDIA PRIVATE LIMITED,C1000
4078,WINCOR NOXDORF INDIA PRIVATE LIMITED.,C1000
4079,WINDALS PRECISION PRIVATE LIMITED,C1000
4080,WINDSOR REALTY PRIVATE LIMITED,C1000
4081,WINFOUS SOFTWARE PRIVATE LIMITED,C1000
4082,WINFOWARE TECHNOLOGIES LIMITED,C1000
4083,WINGS INFONET LIMITED,C1000
4084,WINHIRE TECHNOLOGIES PRIVATE LIMITED,C1000
4085,WINSPIRE SOLUTIONS PRIVATE LIMITED,C1000
4086,WINTRY ENGINEERING AND CHEMICALS PRIVATE LIMITED,C1000
4087,WISSEN INFOTECH PRIVATE LIMITED,C1000
4088,WIZERTECH INFORMATICS PRIVATE LIMITED,C1000
4089,WIZIE COM INDIA PRIVATE LIMITED,C1000
4090,WNS Business Consulting Services Private Limited,C1000
4091,WOLTERS KLUWER FINANCIAL AND COMPLIANCE SERVICES SOFTWARE PRIVATE LIMITED,C1000
4092,WONDERVALUE REALTY DEVELOPERS PRIVATE LIMITED,C1000
4093,WOODSTOCK AMBIENCE PRIVATE LIMITED,C1000
4094,WOOLWORTHS WHOLESALE INDIA PRIVATE LIMITED,C1000
4095,WORLD LEARNING INDIA PRIVATE LIMITED,C1000
4096,WORLDS WINDOW INFRASTRUCTURE AND LOGISTICS PRIVATE LIMITED,C1000
4097,WORLDWIDE MACHINERY SOLUTIONS PRIVATE LIMITED,C1000
4098,WORLEYPARSONS INDIA PRIVATE LIMITED,C1000
4099,WORLEYPARSONS SEA INDIA PRIVATE LIMITED,C1000
4100,WS RETAIL SERVICES PRIVATE LIMITED,C1000
4101,WWSTAY SERVICES INDIA PRIVATE LIMITED,C1000
4102,WYNN TELECOM LIMITED,C1000
4103,WYSETEK SYSTEMS TECHNOLOGISTS PRIVATE LIMITED,C1000
4104,XAVIENT SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,C1000
4105,XCHANGING TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,C1000
4106,XEBEC COMMUNICATION PRIVATE LIMITED,C1000
4107,XECUTE HR SOLUTIONS PRIVATE LIMITED,C1000
4108,XENIA ABODE SERVICES PRIVATE LIMITED,C1000
4109,XENOLITH TECHNOLOGIES PRIVATE LIMITED,C1000
4110,XENOS AUTOMOTIVE LIMITED,C1000
4111,XENTRIX STUDIOS PRIVATE LIMITED,C1000
4112,XLHEALTH CORPORATION INDIA PRIVATE LIMITED ,C1000
4113,XM SOFTWARE SOLUTIONS PRIVATE LIMITED,C1000
4114,XORA SOFTWARE,C1000
4115,XORIANT SOLUTIONS PRIVATE LIMITED,C1000
4116,XOTIK FRUJUS PRIVATE LIMITED,C1000
4117,XPANXION INTERNATIONAL PRIVATE LIMITED,C1000
4118,XPRO IT INNOVATIONS PRIVATE LIMITED,C1000
4119,XRBIA DOVELOPERS LIMITED,C1000
4120,XYLEM RESOURCE MANAGEMENT PRIVATE LIMITED,C1000
4121,Y2K FASHIONS PRIVATE LIMITED,C1000
4122,YAGMAG LABS PRIVATE LIMITED,C1000
4123,YANMAR INDIA PRIVATE LIMITED,C1000
4124,YASHRAJ FILMS PRIVATE LIMITED,C1000
4125,YATRA ONLINE PRIVATE LIMITED,C1000
4126,YAZAKI INDIA LIMITED,C1000
4127,YCH LOGISTICS INDIA PRIVATE LIMITED,C1000
4128,YELL ADWORKS,C1000
4129,YES SECURITIES INDIA LIMITED,C1000
4130,YODLEE INFOTECH PRIVATE LIMITED,C1000
4131,YOGI FASHION VENTURES PRIVATE LIMITED,C1000
4132,Z S ASSOCIATES INDIA PRIVATE LIMITED,C1000
4133,ZAHONERO INDIA PRIVATE LIMITED,C1000
4134,ZAIREEN TRAVELS PRIVATE LIMITED,C1000
4135,ZAPAK DIGITAL ENTERTAINMENT LIMITED,C1000
4136,ZEEVA ELECTRONICS PRIVATE LIMITED,C1000
4137,ZEN QUALITY ASSURANCE PRIVATE LIMITED,C1000
4138,ZEN3 INFOSOLUTIONS INDIA LIMITED,C1000
4139,ZENICA CARS INDIA PRIVATE LIMITED,C1000
4140,ZENITH FORGINGS PRIVATE LIMITED,C1000
4141,ZENTA KNOWLEDGE SERVICES PRIVATE LIMITED,C1000
4142,ZEOMEGA INFOTECH,C1000
4143,ZEON SOLUTIONS PRIVATE LIMITED,C1000
4144,ZEPHER INFOTECH PRIVATE LIMITED,C1000
4145,ZEPHYR PEACOCK MANAGEMENT INDIA PRIVATE LIMITED,C1000
4146,ZHAFIR PLASTICS MACHINERY INDIA PRIVATE LIMITED,C1000
4147,ZINTEC SOFTWARE PRIVATE LIMITED,C1000
4148,ZOHO CORPORATION PRIVATE LIMITED,C1000
4149,ZOOM ENTERTAINMENT NETWORK LIMITED,C1000
4150,ZOOMIN SOFTECH PRIVATE LIMITED,C1000
4151,ZS ASSOCIATES INDIA PRIVATE LIMITED,C1000
4152,ZYXEL TECHNOLOGY INDIA PRIVATE LIMITED,C1000
4153, HCC Real Estate limited,Cat A
4154,A C NIELSEN ORG MARG ,Cat A
4155,A T KEARNEY INDIA PRIVATE LIMITED,Cat A
4156,A. O. Smith India Water Heating Private Limited,Cat A
4157,AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,Cat A
4158,AARTI DRUGS,Cat A
4159,AARTI IND,Cat A
4160,ABAN LOYD CHILES,Cat A
4161,ABAN OFFSHORE,Cat A
4162,ABB GLOBAL INDUSTRIES AND SERVICES LIMITED,Cat A
4163,ABBOTT INDIA LIMITED,Cat A
4164,ABC BEARINGS,Cat A
4165,ABG CEMENT LIMITED.,Cat A
4166,ACB INDIA LIMITED,Cat A
4167,ACC,Cat A
4168,ACC BRIDGESTONE,Cat A
4169,ACER INDIA,Cat A
4170,ADANI EXPORT,Cat A
4171,ADHUNIK METALIKS,Cat A
4172,ADIDAS INDIA MARKETING PRIVATE LIMITED,Cat A
4173,ADITYA BIRLA FASHION AND RETAIL LIMTED,Cat A
4174,ADITYA BIRLA MANAGEMENT CORPORATION LIMITED,Cat A
4175,ADITYA BIRLA NUVO LIMITED,Cat A
4176,ADOR WELDING LIMITED,Cat A
4177,ADVANCED ENZYME TECHNOLOGIES LIMITED,Cat A
4178,ADVANCED MICRONIC DEVICES LIMITED,Cat A
4179,ADVANI OERLIKON LIMITED,Cat A
4180,AEGIS LIMITED,Cat A
4181,AEGON,Cat A
4182,AES TRANSPOWER,Cat A
4183,AETNA,Cat A
4184,AFCONS INFRASTRUCTURE LIMITED,Cat A
4185,AFT INDUSTRIES,Cat A
4186,AFTEK INFOSYS,Cat A
4187,AGILENT TECHNOLOGIES INTERNATIONAL PRIVATE LIMITED,Cat A
4188,AGRO DUTCH INDUSTRIES LIMITED,Cat A
4189,AGRO TECH FOODS,Cat A
4190,AGRO TECH FOODS LIMITED,Cat A
4191,AIA ENGINEERING PRIVATE LIMITED,Cat A
4192,AIG SYSTEMS AND SOLUTIONS,Cat A
4193,AIR LIQUIDE GLOBAL E AND C SOLUTIONS INDIA PRIVATE LIMITED,Cat A
4194,AJANTA PHARMA,Cat A
4195,AKZO NOBEL CHEMICALS I LIMITED,Cat A
4196,Akzo Nobel India LIMITED,Cat A
4197,ALBERT DAVID,Cat A
4198,ALBRIGHT & WILSON,Cat A
4199,ALCATEL LUCENT INDIA LIMITED,Cat A
4200,Alembic LIMITED,Cat A
4201,All cargo Logistic Limited,Cat A
4202,ALLAHABAD BANK,Cat A
4203,ALLIANCE CAPITAL,Cat A
4204,ALLIED DOMECQ PLC,Cat A
4205,ALLIEDSIGNAL,Cat A
4206,ALOK INDUSTRIES LIMITED,Cat A
4207,ALSTOM POWER,Cat A
4208,ALSTOM PROJECTS INDIA LIMITED,Cat A
4209,ALSTOM T AND D INDIA LIMITED,Cat A
4210,AMARA RAJA BATTERIES,Cat A
4211,AMBUJA CEMENT,Cat A
4212,AMFORGE IND,Cat A
4213,AMTEK AUTO,Cat A
4214,ANDREW YULE,Cat A
4215,ANHEUSER BUSCH,Cat A
4216,ANTHEM COMMUNICATION,Cat A
4217,ANZ CAPITAL INDIA PRIVATE LIMITED,Cat A
4218,APAR IND,Cat A
4219,APOLLO MUNICH HEALTH INSURANCE COMPANY LIMITED,Cat A
4220,APPLE COMPUTER,Cat A
4221,APTECH LIMITED,Cat A
4222,ARCH PHARMALABS LIMITED,Cat A
4223,ARICENT INC (FLEXTRONICS SOFTWARE SYSTEMS LIMITED),Cat A
4224,ARIHANT FOUNDATIONS & HOUSING LIMITED,Cat A
4225,Arthur Anderson/Anderson Consulting,Cat A
4226,ARVIND REMEDIES,Cat A
4227,ASAHI INDIA GLASS LIMITED,Cat A
4228,ASHOK LEYLAND NISSAN VEHICLES LIMITED,Cat A
4229,ASIAN HOTELS,Cat A
4230,ASIAN STAR CO,Cat A
4231,ASSOCIATED PROFILES,Cat A
4232,ATUL LIMITED,Cat A
4233,AUROBINDO PHARMA,Cat A
4234,AUSTRALIAN HIGH COMMISSION,Cat A
4235,AUTOMOTIVE AXLES LIMITED,Cat A
4236,AVANTHA HOLDINGS LIMITED,Cat A
4237,AVENTIS PHARMA,Cat A
4238,AVENTIS PHARMA LIMITED,Cat A
4239,AVERY INDIA,Cat A
4240,AVON ORGANICS,Cat A
4241,BAIN INDIA CONSULTING,Cat A
4242,BAJAJ ALLIANZ LIFE INSURANCE LIMITED,Cat A
4243,BAJAJ ECO - TEC PRODUCTS LIMITED,Cat A
4244,BAJAJ ELECTRICALS,Cat A
4245,BAKELITE HYLAM LIMITED,Cat A
4246,BAKER HUGHES INDIA PRIVATE LIMITED,Cat A
4247,BALAJI TELEFILMS,Cat A
4248,BALMER LAWRIE & CO,Cat A
4249,BALRAMPUR CHINI,Cat A
4250,BALSARA,Cat A
4251,BANK OF BARODA,Cat A
4252,BANNARI AMMAN SUGARS,Cat A
4253,BATA INDIA,Cat A
4254,BATLIBOI & CO,Cat A
4255,BAUSCH AND LOMB EYECARE INDIA PRIVATE LIMITED,Cat A
4256,BAUSCH AND LOMB INDIA LIMITED,Cat A
4257,Bayer MaterialScience Private Limited,Cat A
4258,BECHTEL INDIA PRIVATE LIMITED,Cat A
4259,BECK INDIA,Cat A
4260,BEIRSDORF INDIA LIMITED.,Cat A
4261,BELL CERAMICS,Cat A
4262,BENETTON INDIA PVT. LIMITED,Cat A
4263,BERKSHIRE HATHAWAY,Cat A
4264,BERTELSMANN MARKETING SERVICES INDIA PRIVATE LIMITED ,Cat A
4265,BG EXPLORATION & PRODUCTION LIMITED,Cat A
4266,BGR ENERGY SYSTEMS LIMITED,Cat A
4267,BHARAT BIJLEE LIMITED,Cat A
4268,BHARAT EARTH MOVERS,Cat A
4269,BHARAT ELECTRONICS,Cat A
4270,BHARAT FORGE,Cat A
4271,BHARAT GEARS,Cat A
4272,BHARATI SHIPYARD LIMITED,Cat A
4273,BHARTI AXA LIFE INSURANCE LIMITED,Cat A
4274,BHARTI TELETECH LIMITED,Cat A
4275,BHARTI TELEVENTURES LIMITED,Cat A
4276,BHEL,Cat A
4277,BHEL-GE GAS TURBINE SERVICES,Cat A
4278,BINANI IND,Cat A
4279,BIRLA SUNLIFE INSURANCE COMPANY LIMITED,Cat A
4280,BIRLA VXL,Cat A
4281,BLUE STAR DESIGN & ENGINEERING LIMITED,Cat A
4282,BMW,Cat A
4283,BOEING INTERNATIONAL,Cat A
4284,BOMBAY RAYON FASHIONS LIMITED,Cat A
4285,BOOTS PIRAMAL HEALTHCARE PRIVATE LIMITED,Cat A
4286,Booz & Company INDIA Private Limited,Cat A
4287,BOOZ ALLEN,Cat A
4288,BOSCH CHASSIS SYSTEMS INDIA LIMITED.,Cat A
4289,Bosch Limited,Cat A
4290,BPCL,Cat A
4291,BPL,Cat A
4292,BPL ENGINEERING,Cat A
4293,BRAMHA BAZAZ HOTELS LIMITED,Cat A
4294,BRIDGESTONE,Cat A
4295,BRIGHT BROTHERS,Cat A
4296,BRITCO FOODS CO PRIVATE LIMITED,Cat A
4297,BRITISH BROADCASTING CORPN (BBC),Cat A
4298,BROWN BROTHERS HARRIMAN AND CO,Cat A
4299,BSL,Cat A
4300,BUREAU VERITAS (I) PRIVATE LIMITED,Cat A
4301,Business - Standard Limited,Cat A
4302,CABOT INDIA LIMITED,Cat A
4303,Cadence Design System,Cat A
4304,CADILA PHARMACEUTICALS LIMITED,Cat A
4305,CAIRN ENERGY,Cat A
4306,Calyon bank,Cat A
4307,CAMPHOR & ALLIED,Cat A
4308,CAPGEMINI INDIA PRIVATE LIMITED,Cat A
4309,CAPITAL IQ INFORMATION SYSTEMS ( INDIA ) PRIVATE LIMITED,Cat A
4310,CARBORUNDUM UNIVERSAL,Cat A
4311,CARGILL CAPITAL AND FINANCIAL SERVICES INDIA PRIVATE LIMITED,Cat A
4312,CARGILL INDIA LIMITED,Cat A
4313,CARREFOUR WC AND C INDIA PRIVATE LIMITED,Cat A
4314,CARRIER AIRCONDITIONING & REFRIGERATION LIMITED,Cat A
4315,CATERPILLAR INDIA P LIMITED,Cat A
4316,CATHAY PACIFIC AIRWAYS,Cat A
4317,CAZENOVE INDIA HOLDINGS,Cat A
4318,C-DOT Alcatel-Lucent Research Centre Private Limited,Cat A
4319,CEEKAY DAIKIN,Cat A
4320,CENTURY TEXTILES,Cat A
4321,CHAMBAL FERTILISERS,Cat A
4322,CHASE MANHATTAN CORP,Cat A
4323,CHEMPLAST SANMAR LIMITED,Cat A
4324,Chennai Container Terminal Private Limited,Cat A
4325,CHENNAI PETROLEUM CORPORATION LIMITED,Cat A
4326,CHEP India Private Limited,Cat A
4327,CHEVRON,Cat A
4328,CHOLAMANDALAM DBS FINANCE LIMITED,Cat A
4329,Cholamandalam MS General Insurance Company LIMITED,Cat A
4330,CIBA DYECHEM,Cat A
4331,CIBA SPECIALTY CHEMICALS,Cat A
4332,CITIFINANCIAL CONSUMER FINANCIAL INDIA LIMITED,Cat A
4333,CLUTCH AUTO,Cat A
4334,COGNIZANT TECHNOLOGY SOLUTIONS,Cat A
4335,Colliers International INDIA Property Services Private Limited,Cat A
4336,COMPUTECH INT,Cat A
4337,COMPUTER AIDED INFORMATION AND RESEARCH SERVICES,Cat A
4338,COMPUTER ASSOCIATES TCG,Cat A
4339,COMPUTER SCIENCES CORPORATION INDIA PRIVATE LIMITED,Cat A
4340,CONAGRA FOODS,Cat A
4341,CONTAINER CORP OF INDIA LIMITED,Cat A
4342,CONVERGE COMMUNICATIONS,Cat A
4343,COPAL PARTNERS,Cat A
4344,COPAL RESEARCH INDIA PRIVATE LIMITED,Cat A
4345,CoreLogic Global Services Private Limited,Cat A
4346,COSMO FILMS,Cat A
4347,COUNTRYWIDE FINANCIAL,Cat A
4348,CRANES SOFTWARE,Cat A
4349,CREDIT AGRICOLE INDOSUEZ,Cat A
4350,CREDITO ITALIANO,Cat A
4351,CRY,Cat A
4352,CTS INDIA LIMITED,Cat A
4353,CUMMINS TURBO TECHNOLOGIES LIMITED,Cat A
4354,D B REALTY LIMITED,Cat A
4355,DABUR PHARMA LIMITED,Cat A
4356,DAIICHI SANKYO INDIA PHARMA PRIVATE LIMITED,Cat A
4357,DAIMLER HERO,Cat A
4358,DAKSHIN SPEAKER MANUFACTURING PRIVATE LIMITED,Cat A
4359,DATAMATICS TECHNO,Cat A
4360,DCL POLYSTERS LIMITED,Cat A
4361,DEEPAK FERTILISERS PETROCHEMICALS CORPORATION LIMITED,Cat A
4362,DELHAIZE LE LION,Cat A
4363,DELHI METRO RAIL CORP,Cat A
4364,DELOITTE HASKINS & SELLS,Cat A
4365,DELOITTE TOUCHE & TOHMATSU,Cat A
4366,DENSO INDIA LIMITED,Cat A
4367,Deutsche Postbank Home Finance LIMITED,Cat A
4368,DHAMPUR SUGAR,Cat A
4369,DHL Lemuir Logistics Private Limited,Cat A
4370,DHL LOGISTICS PRIVATE LIMITED,Cat A
4371,DHUNSERI PETROCHEM AND TEA LIMITED,Cat A
4372,DIAGEO PLC,Cat A
4373,DIALOG INC,Cat A
4374,DIC INDIA,Cat A
4375,DIC INDIA LIMITED,Cat A
4376,DIVI’S LABORATORIES,Cat A
4377,DLF POWER LIMITED,Cat A
4378,D-LINK INDIA,Cat A
4379,DODSAL ENTERPRISES PRIVATE LIMITED,Cat A
4380,DONEAR IND,Cat A
4381,DOW CHEMICALS INTL LIMITED,Cat A
4382,DRESDNER BANK,Cat A
4383,DUKE ENERGY,Cat A
4384,DUNCANS IND LIMITED (FERT DIV),Cat A
4385,E MERCK INDIA LIMITED,Cat A
4386,EASTEK CONSULTING,Cat A
4387,EASTERN SILK INDS,Cat A
4388,EASTMAN KODAK,Cat A
4389,EBAY,Cat A
4390,ECE IND,Cat A
4391,EGIS India Consulting Engineers Private Limited,Cat A
4392,ELDER PHARMACEUTICALS LIMITED,Cat A
4393,ELECTRO STEEL CASTINGS LIMITED,Cat A
4394,ELGI EQUIPMENTS,Cat A
4395,ELI LILLY & CO,Cat A
4396,EMAAR MGF LAND LIMITED,Cat A
4397,EMAMI,Cat A
4398,EMBASSY OF BELGIUM,Cat A
4399,EMC DATA STORAGE SYSTEMS,Cat A
4400,EMERSON NETWORK POWER (I) PRIVATE LIMITED,Cat A
4401,EMERSON PROCESS MANAGEMENT (I) PRIVATE LIMITED,Cat A
4402,EMERY WORLDWIDE,Cat A
4403,EMIRATES,Cat A
4404,EMPIRE IND,Cat A
4405,ENGINEERS INDIA LIMITED,Cat A
4406,ESCORTS LIMITED,Cat A
4407,ESSAR OIL LIMITED,Cat A
4408,ESSAR SHIPPING,Cat A
4409,ESSAR STEEL LIMITED,Cat A
4410,ESTEE LAUDER,Cat A
4411,EVEREADY INDUSTRIES INDIA LIMITED,Cat A
4412,EVEREST IND,Cat A
4413,EVERONN EDUCATION LIMITED,Cat A
4414,EXIDE LIFE INSURANCE COMPANY LIMITED,Cat A
4415,EXL SERVICE.COM I P LIMITED,Cat A
4416,FACOR,Cat A
4417,FALCON TYRES,Cat A
4418,FANNIE MAE,Cat A
4419,FASTENER WORLD,Cat A
4420,FCL TECHNOLOGIES,Cat A
4421,FDC,Cat A
4422,FEDERAL MOGUL GOETZE INDIA LIMITED,Cat A
4423,Fiat Partecipazioni ,Cat A
4424,FILATEX,Cat A
4425,FINANCIAL SOFTWARE AND SYSTEMS PRIVATE LIMITED,Cat A
4426,FINOLEX CABLES LIMITED,Cat A
4427,FINOLEX INDUSTRIES,Cat A
4428,FLAT PRODUCTS EQUIPMENTS INDIA LIMITED,Cat A
4429,FLEX INDUSTRIES LIMITED,Cat A
4430,FLEXTRONICS TECHNOLOGIES INDIA PRIVATE LIMITED,Cat A
4431,FLOUR DANIEL (I) PRIVATE LIMITED,Cat A
4432,FLOWSERVE SANMAR LIMITED,Cat A
4433,FORBES FORBES AND CAMPBELL LIMITED,Cat A
4434,FORCE MOTORS LIMITED,Cat A
4435,FORTIS HEALTHCARE,Cat A
4436,FORTIS INDIA,Cat A
4437,FOSECO INDIA,Cat A
4438,FOSTER'S INDIA LIMITED,Cat A
4439,FRANCE TELECOM,Cat A
4440,FREESCALE SEMICONDUCTOR INDIA PRIVATE LIMITED,Cat A
4441,FUTURA POLYESTERS,Cat A
4442,GAMMON INDIA,Cat A
4443,GARWARE POLYESTER,Cat A
4444,GARWARE WALL ROPES LIMITED,Cat A
4445,GATI INFRASTRUCTURE LIMITED,Cat A
4446,GAZ DE FRANCE,Cat A
4447,GE BAYER SILICONES,Cat A
4448,GE BE LIMITED,Cat A
4449,GE INDIA EXPORTS PRIVATE LIMITED,Cat A
4450,GE INDIA INDUSTRIAL PRIVATE LIMITED,Cat A
4451,GE INDIA TECHNOLOGY CENTRE PVT. LIMITED,Cat A
4452,GE MEDICAL SYSTEMS,Cat A
4453,GEMS X-RAY (S A) LIMITED,Cat A
4454,GEORGE WESTON,Cat A
4455,GEORGIA PACIFIC,Cat A
4456,GERB VIBRATIONS CONTROL SYSTEMS,Cat A
4457,GERMAN TECHNICAL COOPERATION,Cat A
4458,GERMANISCHER LLOYD INDUSTRIAL SERVICE GMBH,Cat A
4459,GINNI FILAMENTS,Cat A
4460,GITANJALI GEMS LIMITED,Cat A
4461,GIVAUDAN ROURE INDIA LIMITED,Cat A
4462,GLENMARK PHARMA,Cat A
4463,GLOBAL FRANCHISE ARCHITECTS INDIA PRIVATE LIMITED,Cat A
4464,GMR Energy Limited,Cat A
4465,GNFC,Cat A
4466,GODFREY PHILIPS INDIA LIMITED,Cat A
4467,GODREJ CONSUMER PRODUCTS LIMITED,Cat A
4468,GODREJ HICARE LIMITED,Cat A
4469,GODREJ INDUSTRIES LIMITED,Cat A
4470,GODREJ SARA LEE LIMITED,Cat A
4471,GODREJ TEA PRIVATE LIMITED,Cat A
4472,GODREJ TELECOM LIMITED C A,Cat A
4473,GOKALDAS EXPORTS LIMITED,Cat A
4474,GOOGLE,Cat A
4475,GREAT EASTERN SHIPPING CO (GE SHIP),Cat A
4476,Greatship INDIA Limited,Cat A
4477,GREAVES COTTON LIMITED,Cat A
4478,GREAVES LIMITED,Cat A
4479,GRINDWELL NORTON,Cat A
4480,GROUPE CAISSE,Cat A
4481,GROUPE DANONE,Cat A
4482,GRUNFOS PUMPS INDIA PV LIMITED,Cat A
4483,GSFC,Cat A
4484,GTC,Cat A
4485,GTL,Cat A
4486,GUJARAT ALKALIES,Cat A
4487,GUJARAT GAS CO,Cat A
4488,GUJARAT PIPAVAV PORT LIMITED,Cat A
4489,GULF OIL CORPORATION,Cat A
4490,HAIER APPLIANCES INDIA,Cat A
4491,HALLIBURTON OFFSHORE SERVICES INC,Cat A
4492,HANIL LEAR INDIA PRIVATE LIMITED,Cat A
4493,Hardcastle Restaurants Private Limited,Cat A
4494,HARMAN CONNECTED SERVICES CORPORATION INDIA PRIVATE LIMITED,Cat A
4495,HARRISONS MALAYALAM,Cat A
4496,HCC,Cat A
4497,HCL PERIPHERALS LIMITED,Cat A
4498,HDFC ERGO GENERAL INSURANCE,Cat A
4499,HDFC SECURITIES,Cat A
4500,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,Cat A
4501,HEG LIMITED,Cat A
4502,Heidelberg Cement,Cat A
4503,HEINZ INDIA PVT LIMITED,Cat A
4504,HERO CYCLES LIMITED,Cat A
4505,HEXAWARE TECHNOLOGIES,Cat A
4506,HILTON HOTELS,Cat A
4507,HINDALCO INDUSTRIES LIMITED,Cat A
4508,HINDUJA FOUNDRIES LIMITED,Cat A
4509,Hinduja Venture,Cat A
4510,HINDUSTAN CIBA-GEIGY LIMITED,Cat A
4511,Hindustan Coca Cola Beverages,Cat A
4512,HINDUSTAN COPPER,Cat A
4513,HINDUSTAN ORGANIC,Cat A
4514,HINDUSTAN ZINC LIMITED,Cat A
4515,HITACHI,Cat A
4516,HI-TECH GEARS,Cat A
4517,HJ HEINZ,Cat A
4518,HMT,Cat A
4519,HOECHST SCHERING AGREVO INDIA,Cat A
4520,HOLCIM LIMITED,Cat A
4521,HONDA MOTORCYCLE AND SCOOTER INDIA PRIVATE LIMITED,Cat A
4522,HONDA SIEL,Cat A
4523,HONDA SIEL POWER PRODUCTS LIMITED.,Cat A
4524,Honeywell airport systems GMBH,Cat A
4525,HONEYWELL AUTOMATION INDIA LIMITED,Cat A
4526,HONEYWELL INC,Cat A
4527,HONEYWELL TECHNOLOGY SOLUTIONS LAB,Cat A
4528,HOTEL LEELA VENTURE (M),Cat A
4529,HP GLOBALSOFT,Cat A
4530,HPCL-MITTAL ENERGY LIMITED,Cat A
4531,HSBC ASSET MANAGEMENT PRIVATE LIMITED,Cat A
4532,HSBC INVEST DIRECT,Cat A
4533,H'TAN COCA COLA MKT P LT,Cat A
4534,HUAWEI TELECOMMUNICATIONS INDIA COMPANY PRIVATE LIMITED,Cat A
4535,HUGHES COMMUNICATIONS LIMITED,Cat A
4536,HUGHES ISPAT LIMITED,Cat A
4537,HUGHES NETWORK SYSTEMS,Cat A
4538,HUTCH TELECOM EAST LIMITED,Cat A
4539,HUTCHISON ESSAR,Cat A
4540,HYUNDAI MOTOR INDIA LIMITED,Cat A
4541,IBP LIMITED,Cat A
4542,ICICI CAPITAL SERVICES LIMITED,Cat A
4543,ICICI HOME FINANCE COMPANY LIMITED,Cat A
4544,ICICI LOMBARD GENERAL INSURANCE CO LIMITED,Cat A
4545,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Cat A
4546,ICICI SECURITIES,Cat A
4547,ICRA LIMITED,Cat A
4548,IDBI Federal Life Insurance Company Limited,Cat A
4549,IDEA CELLULAR LIMITED,Cat A
4550,IDFC PRIVATE EQUITY,Cat A
4551,IFB AGRO IND,Cat A
4552,IFB INDUSTRIES LIMITED.,Cat A
4553,IFCI LIMITED.,Cat A
4554,IFFCO TOKIO GENERAL INSURANCE CO,Cat A
4555,IFFKO TOKIO GENERAL INSURANCE,Cat A
4556,IGATE COMPUTERS SYSTEM LIMITED,Cat A
4557,IGATE GLOBAL SOLUTIONS LIMITED,Cat A
4558,IIM AHMEDABAD,Cat A
4559,IIM BANGALORE,Cat A
4560,IIM KOLKATA,Cat A
4561,IIT CHENNAI,Cat A
4562,IIT DELHI,Cat A
4563,IIT MUMBAI,Cat A
4564,IKEA TRADING,Cat A
4565,IL AND FS ENGINEERING CONSTRUCTION COMPANY LIMITED,Cat A
4566,IMPERIAL AUTO INDUSTRIES,Cat A
4567,INA BEARINGS INDIA PRIVATE LIMITED,Cat A
4568,IND SWIFT LAB,Cat A
4569,INDIA GLYCOLS,Cat A
4570,INDIA POLYFIBRES,Cat A
4571,INDIA YAMAHA MOTOR PRIVATE LIMITED,Cat A
4572,INDIAN ACRYLICS,Cat A
4573,INDIAN ACRYLICS LIMITED.,Cat A
4574,INDIAN ALUMINIUM CO LIMITED,Cat A
4575,INDIAN EXPLOSIVES LIMITED,Cat A
4576,INDIAN FARMERS FERT CO-OP LIMITED,Cat A
4577,INDIAN HUME PIPE,Cat A
4578,INDIAN RAYON & INDUSTRIES LIMITED,Cat A
4579,INDIAN RED CROSS SOCIETY,Cat A
